Código;Especie;Nombre común/vulgar;Medio;Familia;Clases;Origen;Endemicidad;Imagen
F00100;Amaranthus standleyanus Parodi ex Covas;;Terrestre;Amaranthaceae;Magnoliopsida;ISN;No endémico;null
F00101;Amaranthus viridis L.;Bledo verde;Terrestre;Amaranthaceae;Magnoliopsida;ISN;No endémico;3
F01771;Amaryllis belladona L.;Azucena rosada;Terrestre;Amaryllidaceae;Liliopsida;ISI;No endémico;1
C00146;Amblystegium serpens (Hedw.) Schimp.;;Terrestre;Amblystegiaceae;Bryopsida;NP;No endémico;null
F00806;Ammi majus L.;Ameo bastardo;Terrestre;Apiaceae;Magnoliopsida;NP;No endémico;null
F00807;Ammi procerum Lowe;;Terrestre;Apiaceae;Magnoliopsida;NP;No endémico;null
F00808;Ammi visnaga (L.) Lam.;Biznaga;Terrestre;Apiaceae;Magnoliopsida;NP;No endémico;null
F01884;Ammochloa pungens (Schreb.) Boiss.;;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F00809;Ammodaucus nanocarpus (E. Beltrán) P. Pérez & A. Velasco;Zanahoria canaria de arena;Terrestre;Apiaceae;Magnoliopsida;NS;No endémico;1
C00149;Amphidium curvipes (Müll.Hal.) Broth.;;Terrestre;Rhabdoweisiaceae;Bryopsida;NP;No endémico;null
C00151;Amphidium lapponicum (Hedw.) Schimp.;;Terrestre;Rhabdoweisiaceae;Bryopsida;NP;No endémico;null
C00152;Amphidium mougeotii (Schimp.) Schimp.;;Terrestre;Rhabdoweisiaceae;Bryopsida;NP;No endémico;null
E02922;Amphiroa beauvoisii Lamouroux;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;null
E02925;Amphiroa fragilissima (Linnaeus) Lamouroux;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;1
E02929;Amphiroa rigida Lamouroux;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;1
C00153;Anacolia webbii (Mont.) Schimp.;Anacolia de Webb;Terrestre;Bartramiaceae;Bryopsida;NP;No endémico;1
F01420;Anacyclus clavatus (Desf.) Pers.;Pajito blanco;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02155;Anacyclus radiatus Loisel.;Pajito  pajito blanco  magarza;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;2
F01422;Anacyclus radiatus Loisel. subsp. coronatus (Murb.) Humphries;Pajito colorado;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;null
F01421;Anacyclus radiatus Loisel. subsp. radiatus;Pajito amarillo;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
E00938;Anadyomene saldanhae A.B. Joly & E.C. Oliveira;Lechuguita de mar;Marino;Anadyomenaceae;Ulvophyceae;NS;No endémico;null
E00943;Anadyomene stellata (Wulfen) C. Agardh;Lechuguita de mar estrellada;Marino;Anadyomenaceae;Ulvophyceae;NS;No endémico;1
F00478;Anagyris latifolia Brouss. ex Willd.;Oro de risco;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;5
F02328;Anastatica hierochuntica L.;;Terrestre;Brassicaceae;Magnoliopsida;IP;No endémico;null
F01164;Anchusa azurea Mill.;Alicaneja  abremanos  lenguaza;Terrestre;Boraginaceae;Magnoliopsida;NP;No endémico;null
C00154;Andoa berthelotiana (Mont.) Ochyra;;Terrestre;Hypnaceae;Bryopsida;NP;No endémico;null
F02095;Andrachne telephioides L.;;Terrestre;Phyllanthaceae;Magnoliopsida;IP;No endémico;null
C00155;Andreaea crassifolia Luisier;;Terrestre;Andreaeaceae;Andreaeopsida;NP;No endémico;null
E06151;Andreaea heinemannii Hampe & Müll.Hal.;;Terrestre;Andreaeaceae;Andreaeopsida;NP;No endémico;null
F02180;Androcymbium hierrense A. Santos;Cebollín estrellado;Terrestre;Colchicaceae;Liliopsida;NS;Endémico;6
F01791;Androcymbium psammophilum Svent.;Cebollín estrellado de jable  Lirio ;Terrestre;Colchicaceae;Liliopsida;NS;Endémico;6
F01886;Andropogon distachyos L.;Saina cerrillera;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01437;Andryala integrifolia L.;Tosienta lanuda;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01438;Andryala laxiflora DC.;Trapera;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;1
F01436;Andryala perezii M. Z. Ferreira  R. Jardim  Alv. Fern.  & M. Seq.;Pedorrera  estornudera;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F02080;Andryala pinnatifida Aiton;Estornudera  peorera;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;6
E06793;Andryala pinnatifida Aiton subsp. cuneifolia (Sch. Bip.) M. Z. Ferreira  Alv. Fern. & M. Seq.;;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;null
F01439;Andryala pinnatifida Aiton subsp. pinnatifida;Estornudera común;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;1
F01440;Andryala pinnatifida Aiton subsp. preauxiana (Sch. Bip.) G. Kunkel;Tosienta;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;null
F02079;Andryala pinnatifida Aiton subsp. teydensis (Sch. Bip.) Rivas-Mart. & al.;Esturnudera del Teide;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;2
F01441;Andryala pinnatifida Aiton subsp. webbii (Sch. Bip. ex Christ) G. Kunkel;Espirrera;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;null
F00810;Anethum graveolens L.;Eneldo  diendro;Terrestre;Apiaceae;Magnoliopsida;IP;No endémico;null
C00002;Aneura pinguis (L.) Dumort.;;Terrestre;Aneuraceae;Jungermanniopsida;NP;No endémico;null
C00156;Anoectangium aestivum (Hedw.) Mitt.;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;1
F00023;Anogramma leptophylla (L.) Link;Helecho de tiempo;Terrestre;Pteridaceae;Filicopsida;NS;No endémico;2
C00157;Anomobryum julaceum (Schrad. ex P.Gaertn.  B.Mey. & Scherb.) Schimp.;;Terrestre;Bryaceae;Bryopsida;NP;No endémico;null
C00158;Anomodon viticulosus (Hedw.) Hook. & Taylor;;Terrestre;Anomodontaceae;Bryopsida;NP;No endémico;null
E02167;Anotrichium barbatum (C. Agardh) Nägeli;;Marino;Wrangeliaceae;Florideophyceae;NP;No endémico;null
E02170;Anotrichium furcellatum (J. Agardh) Baldock;;Marino;Wrangeliaceae;Florideophyceae;NP;No endémico;null
E02175;Anotrichium tenue (C. Agardh) Nägeli;;Marino;Wrangeliaceae;Florideophyceae;NP;No endémico;null
F00244;Anredera cordifolia (Ten.) Steenis;Enredadera tuberosa;Terrestre;Basellaceae;Magnoliopsida;ISI;No endémico;5
F01423;Anthemis arvensis L.;Manzanilla de burro;Terrestre;Asteraceae;Magnoliopsida;IP;No endémico;null
F01424;Anthemis cotula L.;Manzanilla hedionda  manzanilla bastarda ;Terrestre;Asteraceae;Magnoliopsida;IP;No endémico;null
C00001;Anthoceros agrestis Paton;;Terrestre;Anthocerotaceae;Anthocerotopsida;NP;No endémico;null
C00004;Anthoceros caucasicus Steph.;;Terrestre;Anthocerotaceae;Anthocerotopsida;NP;No endémico;null
C00005;Anthoceros punctatus L.;;Terrestre;Anthocerotaceae;Anthocerotopsida;NP;No endémico;1
F01887;Anthoxanthum aristatum Boiss.;Greña menuda;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01888;Anthoxanthum odoratum L.;Grama de olor;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F00811;Anthriscus caucalis M. Bieb.;Ahogagatos;Terrestre;Apiaceae;Magnoliopsida;ISN;No endémico;null
E04092;Antigonon leptopus Hook. & Arnott;;Terrestre;Polygonaceae;Magnoliopsida;ISN;No endémico;null
F01210;Antirrhinum majus L.;Conejito mayor  boca de dragón;Terrestre;Plantaginaceae;Magnoliopsida;IP;No endémico;5
E02203;Antithamnion antillanum Børgesen;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02178;Antithamnion cruciatum (C. Agardh) Nägeli;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02180;Antithamnion decipiens (J. Agardh) Athanasadis;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02184;Antithamnion densum (Suhr) M. Howe;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02194;Antithamnion diminuatum Wollaston;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02207;Antithamnionella boergesenii (Cormaci & G. Furnari) Athanasiadis;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02209;Antithamnionella elegans (Berthold ) J.H. Price & D.M. John;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
C00159;Antitrichia californica Sull.;;Terrestre;Leucodontaceae;Bryopsida;NP;No endémico;null
C00160;Antitrichia curtipendula (Hedw.) Brid.;;Terrestre;Leucodontaceae;Bryopsida;NP;No endémico;null
F00432;Aphanes microcarpa (Boiss. & Reut.) Rothm.;Miseria de camino;Terrestre;Rosaceae;Magnoliopsida;NP;No endémico;null
E02572;Aphanocladia stichidiosa (Funk) Ardré;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
F00812;Apium graveolens L.;Apio;Terrestre;Apiaceae;Magnoliopsida;IP;No endémico;2
E02485;Apoglossum ruscifolium (Turner) J. Agardh;;Marino;Delesseriaceae;Florideophyceae;NP;No endémico;null
F02181;Apollonias barbujana (Cav.) A. Braun;Barbusano;Terrestre;Lauraceae;Magnoliopsida;NS;No endémico;11
F00104;Apollonias barbujana (Cav.) A. Braun subsp. barbujana;Barbusano;Terrestre;Lauraceae;Magnoliopsida;NS;No endémico;2
F00105;Apollonias barbujana (Cav.) A. Braun subsp. ceballosi (Svent.) G. Kunkel;Barbusano negro;Terrestre;Lauraceae;Magnoliopsida;NS;No endémico;null
F02182;Aquilegia vulgaris L.;;Terrestre;Ranunculaceae;Magnoliopsida;ISN;No endémico;null
F00111;Aquilegia vulgaris L. subsp. vulgaris;Aguileña;Terrestre;Ranunculaceae;Magnoliopsida;ISN;No endémico;null
F00903;Arabidopsis thaliana (L.) Heynh.;;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
E08929;Arabis alpina L.;;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00904;Arabis alpina L. subsp. caucasica (Willd.) Briq.;;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00905;Arabis auriculata Lam.;;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F01030;Arbutus canariensis Veill. in Duhamel;Madroño canario  madroñera;Terrestre;Ericaceae;Magnoliopsida;NS;Endémico;18
F01031;Arbutus unedo L.;Madroñero;Terrestre;Ericaceae;Magnoliopsida;ISI;No endémico;null
E03897;Archestenogramma brasiliense (A.B. Joly) C.W. Schneider  Chengsupanimit et G.W. Saunders;;Marino;Phyllophoraceae;Florideophyceae;NP;No endémico;null
C00162;Archidium alternifolium (Hedw.) Mitt.;;Terrestre;Archidiaceae;Bryopsida;NP;No endémico;null
F00154;Arenaria leptoclados (Rchb.) Guss.;Morujilla fina  pelillo;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F02105;Arenaria serpyllifolia L.;Morujilla tomillo;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F00129;Argemone mexicana L.;Cardosanto;Terrestre;Papaveraceae;Magnoliopsida;ISI;No endémico;2
F00724;Argemone ochroleuca Sweet;;Terrestre;Papaveraceae;Magnoliopsida;ISN;No endémico;1
F02144;Argyranthemum adauctum (Link) Humphries;;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01442;Argyranthemum adauctum (Link) Humphries subsp. adauctum;Magarza tinerfeña de cumbre;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01443;Argyranthemum adauctum (Link) Humphries subsp. canariense (Sch. Bip.) Humphries;Magarza grancanaria de cumbre;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01444;Argyranthemum adauctum (Link) Humphries subsp. dugourii (Bolle) Humphries;Magarza tinerfeña de pinar;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01445;Argyranthemum adauctum (Link) Humphries subsp. erythrocarpon (Svent.) Humphries;Magarza de Tábano;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01446;Argyranthemum adauctum (Link) Humphries subsp. gracile (Sch. Bip.) Humphries;Magarza grancanaria de pinar;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01447;Argyranthemum adauctum (Link) Humphries subsp. jacobaeifolium (Sch. Bip.) Humphries;Magarza de Doramas;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01448;Argyranthemum adauctum (Link) Humphries subsp. palmense A. Santos;Magarza palmera de monteverde;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F02183;Argyranthemum broussonetii (Pers.) Humphries;;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01449;Argyranthemum broussonetii (Pers.) Humphries subsp. broussonetii;Margarita de monte;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01450;Argyranthemum broussonetii (Pers.) Humphries subsp. gomerensis Humphries;Margarita gomera de monte;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01451;Argyranthemum callichrysum (Svent.) Humphries;Margarita gomera amarilla;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F01452;Argyranthemum coronopifolium (Willd.) Humphries;Magarza azulada;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01453;Argyranthemum escarrei (Svent.) Humphries;Magarza de La Aldea;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01454;Argyranthemum filifolium (Sch. Bip.) Humphries;Magarza fina;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01455;Argyranthemum foeniculaceum (Willd.) Webb ex Sch. Bip.;Magarza de Santiago  magarza de monte;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F02087;Argyranthemum frutescens (L.) Sch. Bip.;Magarza  margarita;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01457;Argyranthemum frutescens (L.) Sch. Bip. subsp. canariae (Christ) Humphries;Magarza grancanaria de costa;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01458;Argyranthemum frutescens (L.) Sch. Bip. subsp. foeniculaceum (Pit. & Proust) Humphries;Magarza gomera de costa;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01456;Argyranthemum frutescens (L.) Sch. Bip. subsp. frutescens;Magarza común  margarita;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;5
F01459;Argyranthemum frutescens (L.) Sch. Bip. subsp. gracilescens (Christ) Humphries;Magarza común grácil;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01460;Argyranthemum frutescens (L.) Sch. Bip. subsp. parviflorum (Pit. & Proust) Humphries;Magarza de flor chica;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F01461;Argyranthemum frutescens (L.) Sch. Bip. subsp. pumilum Humphries;Magarza chica  magarza de risco;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01462;Argyranthemum frutescens (L.) Sch. Bip. subsp. succulentum Humphries;Magarza carnosa;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F01463;Argyranthemum gracile Sch. Bip.;Magarza grácil;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F01464;Argyranthemum haouarytheum Humphries & Bramwell;Bainena  margarita;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01465;Argyranthemum hierrense Humphries;Margarita herreña;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01466;Argyranthemum lemsii Humphries;Magarza de Lems  margarita de Anaga  magarza de Anaga;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01467;Argyranthemum lidii Humphries;Magarza de Lid;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F01468;Argyranthemum maderense (D. Don) Humphries;Margarita de Famara  flor de Santa María  yerba de Santa María;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01469;Argyranthemum sundingii L. Borgen;Magarza de Sunding;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01470;Argyranthemum sventenii Humphries & Aldridge;Margarita de Sventenius;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01471;Argyranthemum tenerifae Humphries;Margarita del Teide  magarza de cumbre;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01472;Argyranthemum webbii Sch. Bip.;Margarita palmera;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;null
F01473;Argyranthemum winteri (Svent.) Humphries;Margarita de Jandía  magarza de Winter  pajito;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;8
F02355;Argyrolobium armindae Marrero Rodr.;;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;3
F01866;Arisarum simorrhinum Durieu in Duch.;Zumillo candil  Candil  Gallo  Batatilla;Terrestre;Araceae;Liliopsida;NS;No endémico;6
F02130;Aristida adscensionis L.;Rabo de burro;Terrestre;Poaceae;Liliopsida;NS;No endémico;null
F02287;Aristida adscensionis L. subsp. adscensionis;Cerrilla fina  Rabo de burro;Terrestre;Poaceae;Liliopsida;NS;No endémico;null
F02117;Aristida adscensionis L. subsp. coerulescens (Desf.) Bourreil & Trouin ex Auquier & J. Duvign.;Cerrilla granuda  Rabo de burro;Terrestre;Poaceae;Liliopsida;NS;No endémico;null
F00103;Aristolochia paucinervis Pomel;Flor de pato;Terrestre;Aristolochiaceae;Magnoliopsida;ISN;No endémico;null
F01165;Arnebia decumbens (Vent.) Coss. & Kralik;Alacranillo amarillo;Terrestre;Boraginaceae;Magnoliopsida;NP;No endémico;null
F01890;Arrhenatherum calderae A. Hansen;Mazorrilla del Teide;Terrestre;Poaceae;Liliopsida;NS;Endémico;7
F02185;Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl;;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01891;Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl subsp. bulbosum (Willd.) Schübl. & Mart.;Mazorrilla de bulbo  Avena elevada  Barbuda mayor;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01426;Artemisia ramosa C. Sm. in Buch;Incienso morisco;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;2
F01427;Artemisia reptans C. Sm. in Buch;Amuley  incienso menudo;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;5
F01428;Artemisia thuscula Cav.;Incienso canario  incienso morisco  abrotano  incensio;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F00248;Arthrocnemum macrostachyum (Moric.) K. Koch;Sapillo  mato;Terrestre;Chenopodiaceae;Magnoliopsida;NS;No endémico;6
E08190;Arum italicum Mill.;;Terrestre;Araceae;Liliopsida;NP;No endémico;null
F01867;Arum italicum Mill. subsp. canariense (Webb & Berthelot) P. C. Boyce;Orejaburro  Regaljar  Cachimba  Aro;Terrestre;Araceae;Liliopsida;NS;No endémico;1
F01893;Arundo donax L.;Caña común;Terrestre;Poaceae;Liliopsida;ISI;No endémico;3
F01069;Asclepias curassavica L.;Bandera española;Terrestre;Apocynaceae;Magnoliopsida;ISN;No endémico;3
E02035;Asparagopsis armata Harvey;Plumero arponado;Marino;Bonnemaisoniaceae;Florideophyceae;ISN;No endémico;1
E02036;Asparagopsis taxiformis (Delile) Trevisan de Saint-León;Plumero común;Marino;Bonnemaisoniaceae;Florideophyceae;NP;No endémico;1
F02414;Asparagus aethiopicus L.;;Terrestre;Asparagaceae;Liliopsida;IP;No endémico;null
F01776;Asparagus arborescens Willd.;Esparragón  esparraguera;Terrestre;Asparagaceae;Liliopsida;NS;Endémico;12
F01777;Asparagus asparagoides (L.) W. Wight;Alicacán  Esparragüela  Alicacanes;Terrestre;Asparagaceae;Liliopsida;ISI;No endémico;1
F01778;Asparagus fallax Svent.;Esparraguera de monteverde  Esparraguera;Terrestre;Asparagaceae;Liliopsida;NS;Endémico;26
F01779;Asparagus horridus L. in Murray;Espárrago borriquero  Chaparro;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;4
F02186;Asparagus nesiotes Svent.;;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;null
F01780;Asparagus nesiotes Svent. subsp. purpuriensis Marrero Rodr. & A. Ramos;Esparraguera majorera  Esparraguera;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;7
F01781;Asparagus pastorianus Webb & Berthel.;Esparraguera espinablanca  Espina blanca;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;9
F01782;Asparagus plocamoides Webb ex Svent.;Esparragón colgante;Terrestre;Asparagaceae;Liliopsida;NS;Endémico;7
F01783;Asparagus scoparius Lowe;Esparragón raboburro  Espárrago;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;7
F01784;Asparagus setaceus (Kunth) Jessop;Esparraguera de jardín;Terrestre;Asparagaceae;Liliopsida;ISN;No endémico;null
F02187;Asparagus umbellatus Link;;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;4
F01786;Asparagus umbellatus Link subsp. umbellatus;Esparraguera común  Rabo burro;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;5
F01744;Asphodelus ayardii Jahand. & Maire;Gamonilla florida;Terrestre;Xanthorrhoeaceae;Liliopsida;NP;No endémico;null
F01745;Asphodelus fistulosus L.;Gamonilla tiesa  Gamonita  Gamón;Terrestre;Xanthorrhoeaceae;Liliopsida;NP;No endémico;null
F02188;Asphodelus ramosus L.;;Terrestre;Xanthorrhoeaceae;Liliopsida;NP;No endémico;1
F01743;Asphodelus ramosus L. subsp. distalis Z. Díaz & Valdés;Gamona;Terrestre;Xanthorrhoeaceae;Liliopsida;NP;No endémico;4
F02305;Asphodelus ramosus L. subsp. ramosus;;Terrestre;Xanthorrhoeaceae;Liliopsida;NP;No endémico;null
F01746;Asphodelus tenuifolius Cav.;Gamonilla fina  Cebollín Cebollino Gato  Ajillo de volcán  Gamona;Terrestre;Xanthorrhoeaceae;Liliopsida;NP;No endémico;2
F00030;Asplenium adiantum-nigrum L.;Culantrillo negro  doradilla negra;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;1
F02189;Asplenium aethiopicum (Burm. f.) Bech.;;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;1
F00031;Asplenium aethiopicum (Burm. f.) Bech. subsp. braithwaitii Ormonde;Culantrillo de Braithwait;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;null
F00032;Asplenium anceps Lowe ex Hook. & Grev.;Culantrillo calambur;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;3
F00044;Asplenium aureum Cav.;Doradilla medicinal;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;6
E08930;Asplenium ceterach L.;;Terrestre;Aspleniaceae;Filicopsida;NP;No endémico;null
F02190;Asplenium filare (Forssk.) Alston;;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;1
F00034;Asplenium filare (Forssk.) Alston subsp. canariense (Willd.) Ormonde;;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;null
F00035;Asplenium hemionitis L.;Hierba candil  pie de gallo;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;16
F00036;Asplenium marinum L.;Culantrillo marino;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;5
F00037;Asplenium monanthes L.;;Terrestre;Aspleniaceae;Filicopsida;NP;No endémico;null
F00038;Asplenium obovatum Viv.;;Terrestre;Aspleniaceae;Filicopsida;NP;No endémico;null
F00033;Asplenium obovatum Viv. subsp.billotii (F. W. Schultz) O. Bolos  Vigo  Masalles & J.M. Ninot;;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;4
F00039;Asplenium onopteris L.;Culantrillo negro de monte  doradilla negra ;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;10
F00041;Asplenium septentrionale (L.) Hoffm.;Helecho cinta  falsa prima;Terrestre;Aspleniaceae;Filicopsida;NS;No endémico;null
F00042;Asplenium terorense G. Kunkel;Culantrillo de Teror;Terrestre;Aspleniaceae;Filicopsida;NS;Endémico;6
