Código;Especie;Nombre común/vulgar;Medio;Familia;Clases;Origen;Endemicidad;Imagen
F01278;Plantago major L.;Llantén común;Terrestre;Plantaginaceae;Magnoliopsida;IP;No endémico;1
F01279;Plantago ovata Forssk.;Llantén lanudo  pelotilla;Terrestre;Plantaginaceae;Magnoliopsida;NP;No endémico;4
F01280;Plantago phaeostoma Boiss. & Heldr. in Boiss.;;Terrestre;Plantaginaceae;Magnoliopsida;NP;No endémico;null
F01281;Plantago webbii Barnéoud;Pinillo blanco  crespa;Terrestre;Plantaginaceae;Magnoliopsida;NS;Endémico;3
C00268;Plasteurhynchium meridionale (Schimp.) M.Fleisch.;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00327;Plasteurhynchium striatulum (Spruce) M.Fleisch.;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
E03750;Platoma cyclocolpum (Montagne) F. Schmitz;;Marino;Schizymeniaceae;Florideophyceae;NS;No endémico;2
F00152;Platycapnos spicata (L.) Bernh.;Palomita espigada;Terrestre;Papaveraceae;Magnoliopsida;NP;No endémico;null
E06810;Platycerium bifurcatum (Cav.) C. Chr.;;Terrestre;Polypodiaceae;Filicopsida;ISI;No endémico;4
E02546;Platysiphonia caribaea D.L. Ballantine & M.J. Wynne;;Marino;Sarcomeniaceae;Florideophyceae;NP;No endémico;null
E02560;Platysiphonia delicata (Clemente) Cremades;;Marino;Sarcomeniaceae;Florideophyceae;NP;No endémico;null
E03709;Platysiphonia miniata (C. Agardh) Børgesen;;Marino;Sarcomeniaceae;Florideophyceae;;---;null
F01020;Pleiomeris canariensis (Willd.) A. DC.;Delfino  saquitero;Terrestre;Myrsinaceae;Magnoliopsida;NS;Endémico;12
E02337;Pleonosporium borreri (Smith) Nägeli;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
F01327;Pleudia aegyptiaca (L.) M.Will  N.Schmalz & Class.-Bockh.;Conservilla  conserva  alucema  salvia de monte;Terrestre;Lamiaceae;Magnoliopsida;NS;No endémico;2
F01332;Pleudia herbanica (A.Santos & M.Fernández) M.Will  N.Schmalz & Class.-Bockh.;Conservilla majorera  salvia;Terrestre;Lamiaceae;Magnoliopsida;NS;Endémico;9
C00367;Pleuridium acuminatum Lindb.;;Terrestre;Ditrichaceae;Bryopsida;NP;No endémico;null
C00368;Pleuridium subulatum (Hedw.) Rabenh.;;Terrestre;Ditrichaceae;Bryopsida;NP;No endémico;null
F01091;Plocama pendula Aiton;Balo;Terrestre;Rubiaceae;Magnoliopsida;NS;Endémico;3
E03766;Plocamium cartilagineum (Linnaeus) P.S. Dixon;;Marino;Plocamiaceae;Florideophyceae;NP;No endémico;1
E06595;Plocamium raphelisianum Dangeard (U);;Marino;Plocamiaceae;Florideophyceae;NP;No endémico;null
E06941;Pluchea carolinensis (Jacq.) G. Don;;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
E06845;Pluchea dioscoridis (L.) DC.;;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
F02403;Pluchea ovalis (Pers.) DC.;;Terrestre;Asteraceae;Magnoliopsida;ISI;No endémico;3
F00320;Plumbago auriculata Lam.;Belesa;Terrestre;Plumbaginaceae;Magnoliopsida;ISN;No endémico;1
E03202;Pneophyllum confervicola (Kützing) Chamberlain;;Marino;Hydrolithaceae;Florideophyceae;NP;No endémico;null
E03204;Pneophyllum fragile Kützing;;Marino;Hydrolithaceae;Florideophyceae;NP;No endémico;null
F02013;Poa angustifolia L.;Poa fina;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02015;Poa bulbosa L.;Poa cebollera;Terrestre;Poaceae;Liliopsida;NS;No endémico;null
F02385;Poa leptoclada Hochst. ex A. Rich.;;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02017;Poa pitardiana H. Scholz;Poa canaria;Terrestre;Poaceae;Liliopsida;NS;Endémico;null
F02018;Poa pratensis L.;Poa de los prados;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02019;Poa trivialis L.;Poa escabrosa;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01652;Podospermum laciniatum (L.) DC. In Lam. & DC.;Barrajas;Terrestre;Asteraceae;Magnoliopsida;IP;No endémico;null
E07804;Podranea ricasoliana Tanfani (Sprague);;Terrestre;Bignoniaceae;Magnoliopsida;;---;2
C00370;Pogonatum aloides (Hedw.) P.Beauv.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;null
C00371;Pogonatum nanum (Hedw.) P.Beauv.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;null
C00372;Pogonatum urnigerum (Hedw.) P.Beauv.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;null
C00373;Pohlia annotina (Hedw.) Lindb.;;Terrestre;Mniaceae;Bryopsida;NP;No endémico;null
C00374;Pohlia cruda (Hedw.) Lindb.;;Terrestre;Mniaceae;Bryopsida;NP;No endémico;null
C00375;Pohlia elongata Hedw.;;Terrestre;Mniaceae;Bryopsida;NP;No endémico;null
C00376;Pohlia melanodon (Brid.) A.J.Shaw;;Terrestre;Mniaceae;Bryopsida;NP;No endémico;null
C00377;Pohlia wahlenbergii (F.Weber & D.Mohr) A.L.Andrews;;Terrestre;Mniaceae;Bryopsida;NP;No endémico;null
F00180;Polycarpaea aristata (Aiton) C. Sm. ex DC.;Pataconejo de aristas;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;1
F00181;Polycarpaea carnosa C. Sm. ex Buch;Pataconejo carnosa;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;7
F00182;Polycarpaea divaricata (Aiton) Poir. ex Steud.;Pataconejo común  lengua de pájaro;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;3
F00183;Polycarpaea filifolia Webb ex Christ;Pataconejo fina;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;3
F00184;Polycarpaea latifolia Willd.;Pataconejo basta;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;1
F00185;Polycarpaea nivea (Aiton) Webb;Saladillo blanco común  lengua de pájaro;Terrestre;Caryophyllaceae;Magnoliopsida;NS;No endémico;5
F00186;Polycarpaea robusta (Pit.) G. Kunkel;Saladillo blanco de Timanfaya;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;4
F00187;Polycarpaea smithii Link;Pataconejo de risco  lengua de pájaro;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;null
F00188;Polycarpaea tenuis Webb ex Christ;Pataconejo de cumbre;Terrestre;Caryophyllaceae;Magnoliopsida;NS;Endémico;null
F00189;Polycarpon alsinifolium (Biv.) DC.;;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F02140;Polycarpon tetraphyllum (L.) L.;;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F00190;Polycarpon tetraphyllum (L.) L. subsp. diphyllum (Cav.) O. Bolòs & Font Quer;Jabonera de los caminos;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
E09120;Polygonum arenastrum Boreau;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
E07178;Polygonum aviculare L.;;Terrestre;Polygonaceae;Magnoliopsida;NP;No endémico;null
F00285;Polygonum aviculare L. subsp. aviculare;Treintanudos común  mastuerzo;Terrestre;Polygonaceae;Magnoliopsida;NP;No endémico;null
E08420;Polygonum aviculare L. subsp. rurivagum (Jord. ex Boreau) Berher;;Terrestre;Polygonaceae;Magnoliopsida;ISN;No endémico;null
E09118;Polygonum balansae Boiss.;;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;null
F01383;Polygonum balansae Boiss. subsp. balansae;Treintanudos de playa;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;null
F00286;Polygonum equisetiforme Sm. in Sibth. & Sm.;Treintanudos fino;Terrestre;Polygonaceae;Magnoliopsida;NP;No endémico;null
F01384;Polygonum maritimum L.;Treintanudos de mar;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;6
E07440;Polypodium macaronesicum A. E. Bobrov;;Terrestre;Polypodiaceae;Filicopsida;NS;No endémico;null
F00008;Polypodium macaronesicum A. E. Bobrov subsp. macaronesicum;Polipodio del país;Terrestre;Polypodiaceae;Filicopsida;NS;No endémico;2
F02020;Polypogon fugax Nees ex Steud.;Lanita de flecos;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02021;Polypogon maritimus Willd.;Pelujo;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02022;Polypogon monspeliensis (L.) Desf.;Lanita  Heno;Terrestre;Poaceae;Liliopsida;NP;No endémico;2
F02023;Polypogon viridis (Gouan) Breistr.;Heno apretado;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02388;Polypogon viridis (Gouan) Breistr. subsp. pauciflorus H. Scholz & R. Otto;;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
E02748;Polysiphonia atlantica Kapraun & J.N. Norris;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02750;Polysiphonia breviarticulata (C. Agardh) Zanardini;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02754;Polysiphonia brodiaei (Dillwyn) Sprengel;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02758;Polysiphonia carettia Hollenberg;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02763;Polysiphonia ceramiiformis P. Crouan & H. Crouan;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02770;Polysiphonia elongata (Hudson) Sprengel;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02604;Polysiphonia erythraea Schousboe ex J. Agardh;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02780;Polysiphonia fibrillosa (Dillwyn) Sprengel;;Marino;Rhodomelaceae;Florideophyceae;NS;No endémico;null
E02781;Polysiphonia flexella (C. Agardh) J. Agardh;;Marino;Rhodomelaceae;Florideophyceae;NS;No endémico;null
E02785;Polysiphonia flocculosa (C. Agardh) Endlicher;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02793;Polysiphonia funebris De Notaris ex J. Agardh;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E06606;Polysiphonia gonatophora Kützing;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02804;Polysiphonia havanensis Montagne;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02830;Polysiphonia opaca (C. Agardh) Moris & De Notaris;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E06607;Polysiphonia parvula (C. Agardh) Montagne;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02851;Polysiphonia scopulorum Harvey;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02855;Polysiphonia sertularioides (Grateloup) J. Agardh;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02859;Polysiphonia stricta (Mertens ex Dillwyn) Greville;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02877;Polysiphonia tenerrima Kützing;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
F00053;Polystichum aculeatum (L.) Roth;Píjaro;Terrestre;Dryopteridaceae;Filicopsida;NS;No endémico;1
F00054;Polystichum setiferum (Forssk.) Moore ex Woyn.;Píjaro;Terrestre;Dryopteridaceae;Filicopsida;NS;No endémico;4
C00378;Polytrichum commune Hedw.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;null
C00379;Polytrichum formosum Hedw.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;null
C00380;Polytrichum juniperinum Hedw.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;1
C00381;Polytrichum piliferum Hedw.;;Terrestre;Polytrichaceae;Polytrichopsida;NP;No endémico;null
F00989;Populus alba L.;Álamo blanco;Terrestre;Salicaceae;Magnoliopsida;ISI;No endémico;3
F00990;Populus nigra L.;Álamo negro;Terrestre;Salicaceae;Magnoliopsida;ISN;No endémico;null
C00090;Porella arboris-vitae (With.) Grolle;;Terrestre;Porellaceae;Jungermanniopsida;NP;No endémico;null
C00091;Porella canariensis (F. Weber) Underw.;;Terrestre;Porellaceae;Jungermanniopsida;NP;No endémico;1
E00198;Porella cordaeana (Huebener) Moore;;Terrestre;Porellaceae;Jungermanniopsida;NP;No endémico;null
C00092;Porella obtusata (Taylor) Trevis.;;Terrestre;Porellaceae;Jungermanniopsida;NP;No endémico;null
C00093;Porella platyphylla (L.) Pfeiff.;;Terrestre;Porellaceae;Jungermanniopsida;NP;No endémico;null
E03124;Porolithon onkodes (Heydrich) Foslie;Caliche marino tropical;Marino;Porolithaceae;Florideophyceae;NS;No endémico;2
E01877;Porphyra umbilicalis Kützing;;Marino;Bangiaceae;Bangiophyceae;NS;No endémico;1
E01930;Porphyrostromium boryanum (Montagne) P.C. Silva;;Marino;Erythrotrichiaceae;Compsopogonophyceae;NP;No endémico;null
E01931;Porphyrostromium ciliare (Carmichael) M.J. Wynne;;Marino;Erythrotrichiaceae;Compsopogonophyceae;NP;No endémico;null
F02423;Portulaca canariensis Danin & Reyes-Bet.;;Terrestre;Portulacaceae;Magnoliopsida;NS;Endémico;null
F02409;Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni;;Terrestre;Portulacaceae;Magnoliopsida;ISN;No endémico;null
F02425;Portulaca nicaraguensis (Danin & H. G. Baker) Danin;;Terrestre;Portulacaceae;Magnoliopsida;ISN;No endémico;null
F02410;Portulaca nitida (Danin & H. G. Baker) Ricceri & Arrigoni;;Terrestre;Portulacaceae;Magnoliopsida;ISN;No endémico;null
F00243;Portulaca oleracea L.;Verdolaga  barrilla mansa;Terrestre;Portulacaceae;Magnoliopsida;ISN;No endémico;3
F02426;Portulaca papillatostellulata (Danin & H. G. Baker) Danin;;Terrestre;Portulacaceae;Magnoliopsida;ISN;No endémico;null
F01726;Potamogeton nodosus  Poir.;Hierba de agua foliosa;Terrestre;Potamogetonaceae;Liliopsida;NP;No endémico;1
F01553;Potamogeton pusillus L.;Hierba de agua grácil;Terrestre;Potamogetonaceae;Liliopsida;NP;No endémico;null
F01728;Potamogeton trichoides Cham. & Schltdl.;Hierba de agua pelosa;Terrestre;Potamogetonaceae;Liliopsida;NP;No endémico;null
E06834;Potentilla indica (Andrews) T. Wolf in Ascherson & Graebner;;Terrestre;Rosaceae;Magnoliopsida;ISN;No endémico;null
F00443;Potentilla reptans L.;Cinco en rama;Terrestre;Rosaceae;Magnoliopsida;ISN;No endémico;null
F01324;Prasium majus L.;Aranjí;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
E03702;Predaea huismanii  Kraft;;Marino;Nemastomataceae;Florideophyceae;IP;No endémico;null
E03714;Predaea masonii (Setchell & N.L. Gardner) De Toni fil.;;Marino;Nemastomataceae;Florideophyceae;NP;No endémico;null
E03719;Predaea ollivieri Feldmann;;Marino;Nemastomataceae;Florideophyceae;NP;No endémico;null
E03724;Predaea pusilla (Berthold) Feldmann;;Marino;Nemastomataceae;Florideophyceae;NP;No endémico;null
E06942;Prosopis juliflora (Sw.) DC.;;Terrestre;Fabaceae;Magnoliopsida;ISI;No endémico;null
F01325;Prunella vulgaris L.;Mazoquera;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
E06804;Prunus cerasus L.;;Terrestre;Rosaceae;Magnoliopsida;ISN;No endémico;null
F00444;Prunus domestica L.;Ciruelero;Terrestre;Rosaceae;Magnoliopsida;ISN;No endémico;1
F00445;Prunus dulcis (Mill.) D. A. Webb;Almendrero  almendro;Terrestre;Rosaceae;Magnoliopsida;ISI;No endémico;5
F02253;Prunus lusitanica L.;Hija;Terrestre;Rosaceae;Magnoliopsida;NS;No endémico;1
F00447;Prunus lusitanica L. subsp. hixa (Willd.) Franco;Jija  hija;Terrestre;Rosaceae;Magnoliopsida;NS;No endémico;7
E00894;Pseudendoclonium fucicola (Rosenvinge) R. Nielsen;;Marino;Kornmanniaceae;Ulvophyceae;NP;No endémico;null
E00625;Pseudobryopsis myura (J. Agardh) Berthold;;Marino;Bryopsidaceae;Ulvophyceae;NS;No endémico;null
E01221;Pseudochlorodesmis furcellata (Zanardini) Børgesen;;Marino;Udoteaceae;Ulvophyceae;NS;No endémico;null
C00167;Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
C00168;Pseudocrossidium revolutum (Brid.) R.H.Zander;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
F01892;Pseudosasa japonica (Siebold & Zucc.ex. Steud.) Makino ex Nakai;Bambú japanés;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
C00388;Pseudoscleropodium purum (Hedw.) M.Fleisch.;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00465;Pseudotaxiphyllum elegans (Brid.) Z.Iwats.;;Terrestre;Hypnaceae;Bryopsida;NP;No endémico;null
E00932;Pseudotetraspora marina Wille;;Marino;Palmellopsidaceae;Chlorophyceae;NP;No endémico;null
E07448;Psidium guajava L.;;Terrestre;Myrtaceae;Magnoliopsida;ISN;No endémico;null
F00191;Pteranthus dichotomus Forssk.;Hierba barroca;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;3
F00028;Pteridium aquilinum (L.) Kuhn in Von der Decken;Helechera  helecho de aguila  helecho común ;Terrestre;Dennstaedtiaceae;Filicopsida;NP;No endémico;5
C00390;Pterigynandrum filiforme Hedw.;;Terrestre;Pterigynandraceae;Bryopsida;NP;No endémico;null
F00015;Pteris cretica L.;;Terrestre;Pteridaceae;Filicopsida;ISN;No endémico;3
F00016;Pteris incompleta Cav.;Rasguño dentado  helecha de monte;Terrestre;Pteridaceae;Filicopsida;NS;No endémico;8
F00017;Pteris multifida Poir.;;Terrestre;Pteridaceae;Filicopsida;ISN;No endémico;3
F00018;Pteris tremula R. Br.;;Terrestre;Pteridaceae;Filicopsida;ISN;No endémico;null
F00019;Pteris vittata L.;Helecho rajuño;Terrestre;Pteridaceae;Filicopsida;ISN;No endémico;3
F01049;Pterocephalus dumetorus (Brouss. ex Willd.) Coult.;Rosalito salvaje;Terrestre;Dipsacaceae;Magnoliopsida;NS;Endémico;2
F01050;Pterocephalus lasiospermus Link ex Buch;Rosalito de cumbre;Terrestre;Dipsacaceae;Magnoliopsida;NS;Endémico;4
F01051;Pterocephalus porphyranthus Svent.;Rosalito palmero  falsa conejera;Terrestre;Dipsacaceae;Magnoliopsida;NS;Endémico;null
F01052;Pterocephalus virens Webb & Berthel.;Rosalito de Anaga;Terrestre;Dipsacaceae;Magnoliopsida;NS;Endémico;1
E03264;Pterocladiella capillacea (Gmelin) Santelices & Hommersand;Falso gelidio;Marino;Pterocladiaceae;Florideophyceae;NS;No endémico;1
E03266;Pterocladiella melanoidea (Schousboe ex Bornet) Santelices & Hommersand;;Marino;Pterocladiaceae;Florideophyceae;NS;No endémico;null
E02351;Pterothamnion crispum (Ducluzeau) Nägeli;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E02357;Pterothamnion plumula (J. Ellis) Nägeli;;Marino;Ceramiaceae;Florideophyceae;NP;No endémico;null
E08596;Pterygoneurum ovatum (Hedw.) Dixon;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
C00389;Pterygoneurum subsessile (Brid.) Jur.;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
E02360;Ptilothamnion pluma (Dillwyn) Thuret;;Marino;Wrangeliaceae;Florideophyceae;NP;No endémico;null
E02383;Ptilothamnion speluncarum (Collins & Hervey) D.L. Ballantine & M.J. Wynne;;Marino;Wrangeliaceae;Florideophyceae;NP;No endémico;null
C00392;Ptychomitrium nigrescens (Kunze) Wijk & Margad.;;Terrestre;Ptychomitriaceae;Bryopsida;NP;No endémico;null
C00393;Ptychomitrium polyphyllum (Dicks. ex Sw.) Bruch & Schimp.;;Terrestre;Ptychomitriaceae;Bryopsida;NP;No endémico;null
F02024;Puccinellia maritima (Huds.) Parl.;Poa de seda;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02419;Pulicaria arabica (L.) Cass. in Cuvier;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02420;Pulicaria arabica (L.) Cass. subsp. hispanica (Boiss.) Murb.;Hierba pulguera;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02254;Pulicaria burchardii Hutch.;Dama;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;3
F01635;Pulicaria burchardii Hutch. subsp. burchardii;Pulicaria majorera  dama;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;13
F02255;Pulicaria canariensis Bolle;;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01636;Pulicaria canariensis Bolle subsp. canariensis;Pulicaria purpuraria;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01637;Pulicaria canariensis Bolle subsp. lanata (Font Quer & Svent.) Bramwell & G. Kunkel;;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;4
F01638;Pulicaria odora (L.) Rchb.;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02256;Pulicaria undulata (L.) C.A. Mey;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01639;Pulicaria undulata L. subsp. undulata;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
C00352;Pulvigera lyellii (Hook. & Taylor) Plášek  Sawicki & Ochyra;;Terrestre;Orthotrichaceae;Bryopsida;NP;No endémico;null
F00668;Punica granatum L.;Granadero  Granado;Terrestre;Lythraceae;Magnoliopsida;ISN;No endémico;1
E01682;Pycnococcus provasolii R.R.L. Guillard;;Marino;Pycnococcaceae;Pyramimonadophyceae;NP;No endémico;null
C00394;Pylaisia polyantha (Hedw.) Schimp.;;Terrestre;Hypnaceae;Bryopsida;NP;No endémico;null
C00395;Pyramidula tetragona (Brid.) Brid.;;Terrestre;Funariaceae;Bryopsida;NP;No endémico;null
E01874;Pyropia leucosticta (Thuret) Neefus & J. Brodie;;Marino;Bangiaceae;Bangiophyceae;NS;No endémico;null
E01871;Pyropia suborbiculata (Kjellman) J.E. Sutherland  H.G. Choi  M.S. Hwang & W.A. Nelson;;Marino;Bangiaceae;Bangiophyceae;NS;No endémico;null
F01283;Pyrostegia venusta (Ker-Gawl.) Miers;Bignonia de fuego;Terrestre;Bignoniaceae;Magnoliopsida;;No endémico;3
F00448;Pyrus communis L.;Peral;Terrestre;Rosaceae;Magnoliopsida;ISN;No endémico;null
F00322;Quercus ilex L.;Encina  carrasca;Terrestre;Fagaceae;Magnoliopsida;ISN;No endémico;2
F00323;Quercus robur L.;Roble;Terrestre;Fagaceae;Magnoliopsida;ISN;No endémico;null
E06806;Quercus rotundifolia Lam.;;Terrestre;Fagaceae;Magnoliopsida;ISN;No endémico;null
F00324;Quercus suber L.;Alcornoque  corcho;Terrestre;Fagaceae;Magnoliopsida;ISN;No endémico;null
C00396;Racomitrium aciculare (Hedw.) Brid.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
C00397;Racomitrium aquaticum (Brid. ex Schrad.) Brid.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
C00398;Racomitrium ellipticum (Turner) Bruch & Schimp.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
C00399;Racomitrium heterostichum (Hedw.) Brid.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
C00400;Racomitrium lanuginosum (Hedw.) Brid.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;1
F00712;Radiola linoides Roth;Linillo;Terrestre;Linaceae;Magnoliopsida;IP;No endémico;null
C00094;Radula aquilegia (Hook.f. et Taylor) Gottsche  Lindenb. et Nees;;Terrestre;Radulaceae;Jungermanniopsida;NP;No endémico;null
C00095;Radula carringtonii J.B.Jack;;Terrestre;Radulaceae;Jungermanniopsida;NP;No endémico;null
C00096;Radula holtii Spruce;;Terrestre;Radulaceae;Jungermanniopsida;NP;No endémico;null
C00097;Radula jonesii Bouman  Dirkse et K.Yamada;;Terrestre;Radulaceae;Jungermanniopsida;NP;No endémico;null
C00098;Radula lindenbergiana Gottsche ex C.Hartm.;Hepática de Lindenberg;Terrestre;Radulaceae;Jungermanniopsida;NP;No endémico;null
C00099;Radula wichurae Steph.;;Terrestre;Radulaceae;Jungermanniopsida;NP;No endémico;null
F00116;Ranunculus arvensis L.;Ranúnculo campestre;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F00117;Ranunculus cortusifolius Willd.;Morgallana  morgallón  botón de oro  grama;Terrestre;Ranunculaceae;Magnoliopsida;NS;No endémico;6
F00119;Ranunculus fluitans Lam.;Ranúnculo flotante;Terrestre;Ranunculaceae;Magnoliopsida;IP;No endémico;null
F00120;Ranunculus muricatus L.;Ranúnculo centella;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F00121;Ranunculus ololeucos J. Lloyd;Ranúnculo blanco;Terrestre;Ranunculaceae;Magnoliopsida;ISN;No endémico;null
F00122;Ranunculus ophioglossifolius Vill.;Ranúnculo lengua de serpiente;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F00123;Ranunculus parviflorus L. in Loefl.;Ranúnculo menudo;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F01634;Ranunculus peltatus Schrank;;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
E09122;Ranunculus peltatus Lam. subsp. peltatus Schrank;;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F00125;Ranunculus peltatus Schrank subsp. saniculifolius (Viv.) C. D. Cook;Ranúnculo plumoso;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F01785;Ranunculus penicillatus (Dumort.) Bab.;Ranúnculo pincel;Terrestre;Ranunculaceae;Magnoliopsida;ISN;No endémico;null
F00124;Ranunculus repens L.;Ranúnculo rastrero;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F00126;Ranunculus sardous Crantz;Ranúnculo sardo;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F00127;Ranunculus trichophyllus Chaix;Ranúnculo greña;Terrestre;Ranunculaceae;Magnoliopsida;IP;No endémico;null
F00128;Ranunculus trilobus Desf.;Ranúnculo perejil;Terrestre;Ranunculaceae;Magnoliopsida;NP;No endémico;null
F02164;Raphanus raphanistrum L.;;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00969;Raphanus raphanistrum L. subsp. raphanistrum;Jaramago  rábano silvestre;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00971;Raphanus sativus L.;Rábano común  rabanillo;Terrestre;Brassicaceae;Magnoliopsida;ISN;No endémico;null
F00972;Rapistrum rugosum (L.) All.;Relinchón bastardo  aramago  mostaza;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
C00100;Reboulia hemisphaerica (L.) Raddi;;Terrestre;Aytoniaceae;Marchantiopsida;NP;No endémico;1
F01641;Reichardia crystallina (Sch. Bip.) Bramwell;Cerraja de mar;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01642;Reichardia famarae Bramwell & G. Kunkel ex Gallego & Talavera;Cerraja de Famara;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;3
F01643;Reichardia ligulata (Vent.) G. Kunkel & Sunding;Cerraja de costa;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;6
F01644;Reichardia tingitana (L.) Roth;Cerraja de viña  cerrajón  flor ancha  lechuguilla;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;3
